comment,sentiment
一个 菜 雷点 超级 好次 量 锅包肉 炸 透透 很油 拉皮 料足 适合 冬天 次 有点 冰牙 喜欢 罐味 牛肉 推荐 小伙伴 吃 ,1
娜家 味道 真的 很棒 好吃 适合 约 ,1
服务员 态度 环境 自助 食品 种类 再 丰富 些 更好 ,0
口味 好 环境 不错 已經 宝宝 去过 几次 赞 一个 ,1
挺 好 中午 挺 东西 挺全 烤肉 好吃 小 蛋糕 好吃 ,1
爸妈 喜欢 自助 不赶 兴趣 ,1
想 再 人太多 好久 ,1
吃 OK 算 品质 大悦 城 这家 店 环境 太 差 跟个 食堂 赛 服务 不好 店 差 ,0
总体 价格 偏高 墨鱼 面 味道 外面 无法 特色 ,0
好吃 没吃过 美食 点菜 菜单 大堂 坐满 饭店 每个 桌子 不该 一本 菜单 菜 普遍 咸和油 食欲 拍照 欲望 尤其 点 碳 烤肉 根本 吃不出 肉 挂 滴油 杆子 油 淋淋 味觉 发生 恒隆 排队 真是 凑热闹 度小月 好吃 却 大排长龙 每次 路过 看到 不明真相 群众 真是 扼腕叹息 ,0
太 难吃 甜 麻 反正 伏兰人 口味 ,0
三个 女生 逛街 刚到 营业时间 店里 擦 完 嘻嘻 喜欢 坐 入口 位置 里面 座位 太 局促 服务员 水平 参差不齐 他家 来过 两次 应该 止步 两次 实在 再 惦记 想念 菜品 实在 偏甜 菜 水 煮肉 婆家 豆腐 宫保 虾球 下 饭菜 拉皮 茄 夹 一一 说一说 水 煮肉 应该 菜里 比较 喜欢 菜 肉嫩 不香 辣味 道 比较 下饭 仅此而已 婆家 豆腐 想 吃 麻婆豆腐 菜 点来 尝 豆腐 口感 不好 不够 入味 宫保 虾球 酸 甜 味道 太重 正常 糖醋 味 家用 调料 应该 调不出 味 下 饭菜 食材 芹菜 鸡蛋 肉丝 木耳 肉丝 做 比较 腥 肉 不好 劲头 多嚼 不烂 茄 夹 弄 章鱼 小丸子 奇葩 甜 要命 无语 菜 拉皮 量 真的 很大 吃 不错 吃久 发现 菜口 依旧 甜 北李 菜品 偏甜 口味 ,0
好吃 烤肉 味道 不错 食材 新鲜 喜欢 他家 盐 烤 大虾 可惜 吃饱 他家 蜜汁 梅肉 有点 遗憾 ,1
服务 太差 12 点 52 号 根本 号码 后面 俩 一直 门口 晃悠 提前 提前 一点半 正餐 一点半 问 服务员 一点半 正餐 等位 条上 明明 写 两点 正餐 停止 店开 服务 再也不会 门口 服务员 爱答不理 差差 差 ,0
好吃 真的 排队 菜 冷 ,0
整体 口味 偏甜 不太爱 吃 坐在 正 门口 位置 过堂风 很大 吹 太 舒服 菜 凉 很快 ,0
服务态度 太 差 开业 没法 ,0
妈家 好吃 特别 熏 排骨 好吃 ,1
不值 好吃 不值 价 点 彩虹 沙拉 烟花 女意面 双倍 芝士 鸡肉 焗 饭 味道 本来 期待 再 ,0
点评 评价 高 餐厅 以后 大失所望 真是 有损 天津人 好吃 名声 严重 怀疑 点评 饭 托儿 量 盘子 点 推荐 菜 妈妈 酱 排骨 味道 还好 排骨 最 低级 骨头 做 猪 脊骨 肉 唯一 一点点 肉 特别 柴 一端 凉凉的 柴 骨头 推荐 第一名 价格 便宜 还给 手套 根本 用不着 手套 肉 舔 两口 完 真心 明白 好 家里 没炖 排骨 金牌 铐 蛏子 量 味道 月牙 骨 炒 酸菜 酸菜 正经 腌制 类似 酸菜 精 化学 东西 弄 一端 一股 臭味 吃 平时 吃 酸菜 香味 全是 臭臭 谁家 吃 酸菜 骗骗 外地人 妈妈 拉皮 粉皮 粘 一起 分不开 麻将 甜 仔细 找 半天 确实 找到 几根 海蜇 碎 29 一份 价格 买 一盘 粉条 三杯 鸡 甜 鸡翅 菜 还好 没坑 爹 烤 茄子 三根 长茄子 三根 长 青椒 做 烧烤 摊 烤串 一个 味 奶香手 抓饼 味道 不错 挺好吃 总体 觉得 点 强烈推荐 菜 觉得 价格 贵 是因为 菜品 跟上 材料 用差 你别 弄 柴 酸菜 次 酸菜 最起码 臭味 洗下去 ,0
服务态度 差到 家 再 好吃 不来 好吃 地方 最 讨厌 这种 “ 我家 服务 差 ” 本事 别来 地方 【 手动 微笑 脸 】 ,0
菜 味道 好 服务 实在 太差 知道 家 11 点半 做 正餐 点餐 顺序 11 点 01 点 整个 餐厅 第一个 点餐 一直 12 点 一个 奶酪 罐子 催餐 饭 土豆泥 要现 烤 慢 明明 已经 做好 送去 别桌 点餐 顺序 做餐 最后 12 点半 告诉 汤 还要 再 10 分钟 果断 退 每次 催餐 主厨 11 点半 做餐 第一个 点 别桌 ,0
环境 好 服务 好 主要 菜 味道 好 ,1
凑合 中规中矩 太 惊艳 ,0
每次 路过 好多 昨天 特意 早去 依旧 环境 有点 吵 味道 不错 烤 虾 好吃 小时候 棉花 糖 甜点 不错 ,1
今天 吃 恒隆 广场 排队 最多 北 李妈妈 菜 点到 半小时 入席 还算快 价格不菲 口味 还好 ,1
娜家 排队 太久 ,1
恒隆 广场 开业 之后 一直 很火 这次 位子 点 金牌 熏 排骨 金牌 茄子 有机 菜花 宫爆鸡丁 排骨 口味 小 李 烧鸡 甜口 太 喜欢 爱 吃 甜 有机 菜花 味道 比较 下饭 茄子 一般般 宫爆鸡丁 跳 喜欢 呵呵 ,0
今天 知道 吃 不想 吃 以前 吃 来到 北 李妈妈 菜 以前 吃 一次 这次 点 铁板 烤 蛏 糖醋鱼 段 手打 鱼丸汤 酱油 炒饭 一个 素菜 味道 挺不错 鱼丸汤 以后 愣住 爱 吃 紫菜 还好 鱼丸汤 里 手 鱼丸 真的 超级 好吃 汤 味道 不错 爱 吃 紫菜 小虾米 下次 还要 再点 一次 鱼丸汤 真的 超级 好喝 ,1
买 千层 榴莲 蛋糕 回家 散 展柜 里 上面 草莓 知道 哪装 这次 买 特别 不好 估计 下次 ,0
挺好吃 品种 味道 不错 ,1
比较 晚 已经 没什么 上菜 慢不说 错 三次 拉皮 烤 蛏子 中规中矩 点 小鸡 蘑菇 粉 唯一 一个 味道 过去 食材 醉 三四个 鸡 脖子 一堆 鸡架 一块 像样 肉 显而易见 食材 做成 真是 再 ,0
进店 之后 正式 座位 预定 最后 坐 卡座 坐 久 服务员 菜单 人上 水 一脸 蒙圈 喊 过来 一位 下文 这是 服务行业 态度 希望 老板 好好 规范 一下 员工 纪律 ,0
好 服务态度 好 老板 很帅 ,1
这次 熏 排骨 苦成 酱 ,1
太慢 一个 手 擀面 汤碗 勺子 喊 服务员 奶奶 半天 俩 碗 低头 勺子 ,0
环境 不错 菜 比较 好吃 服务员 不够 ,1
第一次 下次 不来 味道 今天 搞笑 点 金钱 肚 里面 花生 配菜 发现 花生 配菜 糊 没法 吃 喊 服务员 服务员 问 经理 经理 一声 抱歉 对不起 换个 花生 当时 都乐 好 搞笑 回答 客人 上糊 菜 说明 厨房 严重 失职 我点 主菜 里面 配菜 糊 最起码 应该 客人 一份 退 正确 解决 方式 里面 糊 菜 反正 不想 追究 感觉 商家 客人 负责 经理 端 一份 红豆 糕 表示 赠送 事情 避免 厨房 负责人 发生 糊 菜 上桌 反正 菜品 印象 不好 鸭汤 里面 鸡精 味道 太重 以后 少放 放 那有 喝 一嘴 鸡精 拜托 厨师 做菜 点心 最后 表示 无 语 以后 赠送 红豆 糕 份 两星 肯定 差评 商家 引以为戒 ,0
排队 菜式 家常菜 做 相当 不错 ,1
服务 一个 字 烂 一个 冰淇淋 不让 吃 ,0
味道 行 菜量 太足 想象 中 差 一些 ,1
味道 不错 菜品 口味 行 人太多 每次 排 好久 队 用餐 环境 比较 不错 总体 来说 比较 不错 ,1
环境 好 干净 服务 到位 味道 不错 下次 时间 ,1
评价 傻 菜油 咸 酸辣汤 汤 葱 汤汤水水 关键 每个 菜 吃 菜 味道 酸辣汤 吃 鸡蛋羹 味道 剔牙 鸡 吃 孜然 羊肉 味道 鱼 外套 吃 泡椒 味道 ,0
超级 美味 每次 点 吃 好吃 闺蜜 聚餐 好去处 环境 好 吃 棒 超级 喜欢 还会 略有 小贵 真的 好吃 中餐 西餐 主食 甜点 包括 冰饮 喜欢 菜品 值得 品尝 喜欢 赞赞赞 ,1
网上 好多 托儿 真想 问 好吃 糖 钱 肌肉 做 甜 ,0
环境 挺 好 适合 情侣 烤 最好 羊肉串 鸡腿 吃货 觉得 挺好吃 自助 水果 新鲜 有点 小贵 人多 划算 点 服务态度 挺 好 媲美 海底 捞 再 便宜 丢 丢 更好 ,1
锅包肉 传统 东北菜 难吃 外面 糯米 炸 复炸 之后 硬 老年人 来说 粘牙 比较 酸 牙齿 不好 建议 点此 菜 大拌 菜 辣 不喜辣 同学 绕行 ,0
环境 烤肉 不错 价格 优惠 ,1
差 到极点 门口 服务 人员 态度 极差 尤其 所谓 经理 提前 一个 小时 先 交费用 不行 号码 号 还要 重排 太 人性化 孩子 现在 就要 坐等 饿 不行 店大欺客 ,0
口味 服务 挺 好 太热 吃 饭 出汗 ,1
点评 团到 代金券 从美团 秒 挺 开心 没想到 却是 堵心 开业 第一天 兑换 邀请函 告知 当天 兑换 当天 明天 肯定 问题 第二天 店 告诉 兑 完 只能 预约 后 几天 沟通 总算 兑 当天 中午 邀请函 还要 门口 取号 等位 OK 问题 门口 号 只能 下午 点 再 取 号 过日子 好大 口气 不用 总 一家 饭店 果断 放弃 饭菜 知道 口味 这气 确实 够 恶心 整个 过程 根本 一个 既定 流程 规定 一拍 脑门 想 店 活动 做 做 做 经营 蛋糕 开业 一天天 排队 限购 得瑟 现在 门可罗雀 号称 全国 连锁 这种 嚣张 态度 坚持 多久 呵呵 ,0
味道 好 上菜 速度 服务态度 好 需要 提前 排号 手机 排号 点菜 生意 很火 平日 晚上 八点 位子 手机 结账 优惠 ,1
时间 比较 长 总体 味道 不错 服务 比较 好 ,1
大众 点评 失效 一大 事例 油 咸型 五星 店 点 三个 菜 小时 一个 慢字 “ 稍 ” 成 最大 关键词 点菜 时 老板 推荐 点 第一页 后面 客人 点 讲 比较 久 ,0
朋友 上海 回来 我俩 想 找个 地方 适合 说话 这家 感觉 娜娜 家 每次 新 段子 当时 剩 两人 座位 先到 朋友 菜单 这会 桌 吃 完 问 服务员 可不可以 换桌 告知 带位 眼睁睁 看着 坐 沙发 老太太 换 靠窗 桌子 问 服务员 换 服务员 态度 好 不到 作用 告知 老太太 三人 换 有没有 搞错 吃 尾 两个 知道 说谎 店员 老太太 感觉 不爽 菜品 介绍 已经 够 ,1
两个 人点 四个 菜 一壶 梨 汤 口味 特别 出众 菜 价位 相对 高 点 排队 倒 上菜 挺快 点 米饭 催 好几遍 端上来 菜 吃 一半 米饭 吃完饭 服务员 直接 餐桌上 买 吊梨汤 走 远 一个 穿 白色 衣服 领班 模样 女服务员 追 问 结 账 还好 买单 收据 随手 扔掉 挺 相信 前台 票子 无 语 好像 蹭 一顿饭 最后 搞 老公 不太 开心 以后 ,0
座 饿 两个 小时 总以为 前面 人会 走 想 ♂ 座 时 排队 鸡蛋 里面 夹点 酱料 倒 不难 吃 炸 虾片 水 终于 梨 汤 真的 喜欢 不算 太甜 浓浓的 好喝 菜品 只能 觉得 有点 淡 环境 局促 有点 嘈杂 氛围 ,1
朋友 一起 感觉 真的 知道 火 ,0
终于 尝 菜品 味道 感觉 真 外婆家 味道 好 好评 评出来 服务员 一个 一个 认为 牛 逼 哄哄 一家 吃 一次 管够 地方 ,0
知道 多人 量 小菜 贵 炒腰花 ,0
还行 第一次 差点 味道 尤其 锅包肉 差飞 烤 蛏子 太咸 以前 味道 ,0
挺 好 团购 越来越 贵 希望 店家 多点 优惠 ,1
以前 用餐 时间 短 押金 菜品 变化 ,1
排 外婆家 北 李家 加过 北 李先 号 他家 说实话 原来 爱琴海 吃 一次 觉得 行 这次 吃 完 之后 应该 视为 最后 一次 来北 李 吃饭 拉皮 不错 味道 挺 好 麻酱 特别 香 京酱 肉丝 中规中矩 唯一 清盘 辣 炒 蛤子 点 全是 空 挑出来 一大半 全是 空壳 真是 太过分 黄 米饭 挺好吃 一定 吃 凉 有点 干 酸菜鱼 吃 家 酸菜鱼 全是 那种 一片片 鱼头 一起 后味 有点 辣 酸 倒 感觉 锅包肉 太甜 太 甜 太 甜 炸 过火 有点 硬 硬 甜 最后 吐槽 一下 服务员 两个 菜 以后 二十分钟 动静 喊 服务员 以后 下 菜单 发现 漏 做 吃饱 以后 走 锅包肉 纳尼 菜 忘 以为 菜 最后 锅包肉 吃 两块 打包 总体 来说 以后 ,0
上菜 极品 慢 五星 口味 估计 花钱 刷 味道 三星级 环境 不错 送 酸奶 味道 不错 不让 刷卡 发票 月初 号 发票 典型 偷税 ,0
菜品 评价 商家 无得 现在 生意 好 随意 更改 团购 券 使用 时间 朋友 聚会 告诉 使用 时间 改变 不想 扫兴 原价 吃 之前 大众 美团 搞 活动 团 现在 退 之前 红包 钱 损失 做生意 步金 汉斯 后尘 ,0
菜 味道 退步 大不如前 花蛤里 沙子 每个 牙碜 吃 几个 剩下 倒掉 酥 鱼 嚼 不动 烤肉 比较慢 一个半 小时 三种 烤肉 一次 玉米 一次 香蕉 一个 虾 退步 ,1
性价比 高 熏 排骨 挺好吃 菜品 油太大 ,1
中午 运气 好 排队 性价比 高 一家 店 环境 不错 之前 晚上 总是 排 一会 队 挺 铁板 茄子 最 爱 酸甜 口 里面 肉丸 特别 下饭 糖饼 不错 熏 排骨 锅包肉 点 味道 比较 经典 地道 蛏子 牙碜 味道 不错 ,1
评论 刷 天津 菜 拉 低 天津 在我心中 印象 服务态度 超级 差 口味 别提 我要 蛋炒饭 米饭 一团 一团 黏在 一起 18 块 植物 大战 僵尸 一阵 香油 味 所谓 七号 沙拉 圆白菜 占 一半 全靠 沙拉酱 提味 最 重要 所谓 剔牙 鸡 炸鸡 撒 点 孜然 推荐 游客 旅游 理想 之选 配图 三里 七号 馆 餐具 包子 狗不理 ,0
菜品 不错 免费 酸奶 挺 好 适合 聚会 ,1
面条 最 爱 人太多 每次 ,1
中午 主食 菜品 质量 不值 价钱 失望 下次 再也不会 点餐 还要 前台 淘 点点 根本 链接 不上 薯条 炸得 太 硬 香肠 皮 厚 ,0
这家 爸爸 介绍 一直 写 评价 总是 听说 口碑 不错 菜品 种类 总体 值得 一去 ,1
好 喜欢 吃 菜 川香 牛柳 好吃 ,1
最 好吃 鸡蛋 加 网红店 通病 人多菜 烂 服务 差 ,0
菜量 小 好吃 贵 价 明白 草莓 卖相 不错 吃 两口 腻 要命 吃 两口 觉得 祥 慌 想换 座 服务员 不让 换 出门 花钱 吃饭 吃 痛快 醉 别信 图片 图片 我照 好 实际上 图片 缩略 版 ,0
过生日 一个多 小时 不说 明明 C 桌 不让 做 号 男 最差 一次 吃饭 经历 ,0
点 算 好吃 最爱手 撕饼 ,1
人多 需要 排队 菜品 做 比较 精致 ,1
这次 终于 拔草 每次 想 吃 人太多 每次 放弃 这次 时间 早就 排队 口味 觉得 好吃 觉得 好 难吃 内个 彩虹 沙拉 看到 点 最 就要 一个 越 吃 越 恶心 恶意 评论 真心 感受 奶酪 罐子 吃 不错 吃 可想而知 奶酪 吃 恶心 柠檬 鸡加 柠檬 缘故 觉得 有点 苦 意面 不错 最后 胃口 内个 饭 知道 味道 闻 食欲 知道 是不是 喜欢 跟风 觉得 人多 好 真心 觉得 不怎么样 最后 剩下 千层 蛋糕 凑合 一个 味道 没什么 特殊 吃 腻 ,0
彩虹 沙拉 不错 牛油果 炒鸡 咸 双倍 芝士 咖喱鸡 焗 饭 无功 无过 妓女 面 有点 辣 特别 惊艳 芝士 土豆条 土豆条 柠檬 鸡 柠檬 加 估计 下次 再 尝尝 甜品 就行了 它家量 不小 行且 珍惜 ,1
一次 感觉 好 同学 特别 喜欢 吃 玉米 ,1
牛油果 蔬菜 沙拉 里面 几块 牛油果 ,0
真不知道 排队 想 觉得 坐在 破地 一个 小时 白痴 这辈子 再来 地方 在家 做 意大利 面 好吃 ...... 这破 好 捧 ,0
变得 超级 难吃 一个 小时 告知 东西 勉强 坐 差评 ,0
第一次 问题 这是 第二次 唯一 吃 海鲜 没吃凉 饮 回家 半夜 一直 拉肚子 恶心 难受 根本 睡不着 搜 下 评论 一个 再也不会 真是 醉 第一次 食物 恶心 难受 下午 发烧 正在 输液 细菌 感染 ,0
脆皮 叉烧 酸甜 口味 红 丝绒 华夫 甜腻 哭 浮夸 上苦 下 甜 说不出 味道 期待 好 好 吃 完 收工 回家 ,0
娜娜 家 顾客 最早 家里 现在 大悦 城 这家 店 现在 自带 饮品 不让 进 带杯 热咖啡 不行 ,0
真服了 菜单 下载 应用 就点 菜 智能手机 吃 饭 等位 半天 菜品 再也 ,0
满意 平安夜 菜品 好吃 卖相 不好 ,0
只能 菜名 还行 口味 太 性价比 太低 ,0
娜家 一直 很火 那天 早 十一点 刚过 前面 四个 号 想着 等一等 四个 号 一个多 小时 四十分钟 号 大众 点评 排位 功能 等同 虚设 别设 功能 十二点 后面 排 80 多个 号 娜 家 环境 好 嘈杂 点评 推荐 菜 菜单 菜品 颜值 高 味道 还好 整体 偏甜 出彩 现在 西餐厅 娜家 必要 最 恶心 沙拉 最后 发现 盘子 根 头发 饭 吃 懒得 找 买单 走 以后 真 理由 ,0
排 很久队 徒有虚名 干酪 鱼 有趣 梨 汤 好喝 差强人意 ,0
恒隆 味道 觉得 别家 好 知道 是否 心里 作用 ,1
锅包肉 好吃 菜 服务 ,0
肉 分量 好足 好 足 好 足 好 好吃 好 ,1
第三次 希望 地方 办 持久 性价比 不错 ,1
第二次 吃 这次 拿太多 东西 主要 吃 太多别 浪费 周末 超级 半小时 里面 环境 不错 新开业 太久 东西 味道 算 不错 算是 货真价实 ,1
服务 实在 太差 刷卡 支付宝 微信 知道 想 翻遍 全身 差 一块钱 押金 服务员 少收 知道 ,0
烤肉 味 不错 去过 几次 感觉 超棒 ,1
环境 比较 好 口味 上乘 周末 人太多 服务 跟不上 继续 努力 ,1
两次 服务员 服务态度 极差 经理 一直 忙乎 两次 吃 排骨 无所谓 第一次 吃 举手 招呼 服务员 长时间 好几个 服务员 看到 直接 忽略 非 喊出来 经理 答应 过来 第二次 菜单 五分钟 同样 经理 看到 过来 招呼 服务员 不断 催促 点餐 忙 稍等一下 扭头 走 从没 见过 态度 恶劣 ,0
点 一个 手 撕饼 一个 烟熏 骨 一个 口味 菜花 酸 汤 肥牛 前面 三个 不错 分量 足 两个 吃不完 满意 环境 不错 酸 汤 肥牛 告诉 为啥 光有 辣味 花椒 味 辣 味道 吃 完 试试 整个 估计 冒烟 说好 酸 汤 难道说 这是 特色 ,1
生日 那天 特地 选 娜娜 环境 好 服务 好 特别 好吃 ,1
上杯 白开水 吃 完 没上 白菜 味道 很淡 剔牙 肉 味道 不错 上菜 偏慢 酸奶 很稀 ,0
之前 评论 好多 差评 拉肚子 抱 试试看 心态 现在 自助餐 实属 想要 试试 只能 失望 形容 评论 早早 一个 号 不到 11 半小时 人太多 海鲜 迷你 迷你 剩下 自助 熟食 觉得 卫生 服务员 特别 一个 服务态度 好 知道 老板 管理 烤肉 大于 10 分钟 更新 一次 一人 一块 时间 间隔 长 吃 熟食 反正 吃 不到 小时 肉 最多 6.7 种 好多 斤头 巴脑 嚼 不烂 扔 服务员 一堆 废话 这肉 扔 扣钱 嚼 试试 看看 吃 扔 真是 当理 最后 退 押金 换 停车 券 七百多 块 只 一张 券 一张 小票 只 一张 一人 结账 是不是 人头 停车 券 真是 不讲道理 好多 排队 好 想 告诉 吃 好吃 服务 差 浪费时间 浪费 钱 再也 回去 评论 好多 拉肚子 想想 后怕 没吃坏 万幸 ,0
周六 挺 一个多 小时 吃饭 不让 失望 真的 好 好吃 ,1
点评 买 点个 拿手菜 吃 坏 肚子 服 天津 ,0
提前 号 味道 不错 ,1
觉得 梨 汤 必点 口味 选择 干酪 鱼甜 牛肉 烩饭 卖相 不好 虾 不错 希望 越做越 好 辜负 追捧 加油 ,1
口味 蜜想 差评 烟花 意 面 面是 甜 甜 太 可怕 蜜 喜欢 奶酪 罐子 觉得 太甜 服务 水 盘子 跟不上 有点 环境 说话 无敌 吵 土豆泥 拉丝 点菜 麻烦 ,0
第一印象 人多 排号 口味 不错 必要 排号 一百多 以后 吃 ,1
雨后 家人 北 李 吃饭 没想到 今天 排队 北李 菜 好吃 号 20 多分钟 第一个 点 酱 骨头 先说 今天 骨头 往常 差距 太大 服务员 问 好家伙 直接 一句 一周 你家 吃 两三次 味觉 问题 家 再 服务 根本 没什么 服务 懒得 喊 服务员 每次 几次 慢慢 走 过来 可气 服务员 告诉 买单 吧台 家 服务员 真牛 家 骨头 换 师傅 昨天 再 再 今天 后悔 看看 ,0
点 招牌菜 量 符合 北方 口味 特别 喜欢 手 抓 饼 酥 甜 有奶 香味 熏 排骨 好吃 手套 慢慢 啃 ,1
总体 印象 太 差劲 锅包肉 一个多 小时 之间 催 两次 无动于衷 餐具 碗 勺 一一 催 高分 评 高分 上当 ,0
不错 咸了 点 酸菜 不太 好吃 铁板 茄子 理想 ,1
有点 腻 吃 一点 吃不下 奶酪 放太多 也许 ,1
第一次 火 娜娜 家 大悦 城店 更是 火上 加火 上次 周六 晚上 不到 七点 发号 这次 决定 早 下午 四点 没想到 号 前面 十桌 四十分钟 安排 一个 靠窗 位置 朋友 光线 适合 拍照 看到 一桌 位置 好 走 换过去 沙发 真是太 舒服 其他人 评论 娜娜 家量 多点 奶酪 罐子 实在 太 美味 朋友 吃 完 想 罐子 舔 一遍 著名 意面 口味 独特 辣 不太 适合 彩虹 沙拉 确实 好大 一份 材料 很多很多 真是太 实在 芝士 薯泥 香 糯 可口 柠檬 鸡 肉质 柔软 香嫩 实在 好吃 这次 点 推荐 下次 再 试试 菜品 ,1
刷卡 微信 只能 支付宝 现金 信号 不好 ,0
垃圾 餐厅 服务 太 差 以后 别去了 体会 人多 知道 怎么回事 ,0
好吃 每次 必点 馋 鱼 虾 剔牙 鸡 算是 店里 特色 环境 适合 两三 好友 小聚 已经 好友 聚餐 三四次 说好 哈哈哈 第一次 点 魔鬼 奶茶 盛 奶茶 骷髅头 瓶子 带走 下次 还会 好 朋友 ,1
黄金周 前一天 吃 北 李 早 排队 菜单 感觉 每个 好 好吃 知道 点 最后 纠结 三个 菜 三个 菜 太 满意 婆家 豆腐 爱 吃豆腐 做 点评 男票 铁板烧 汁 茄 夹 油 很油 油 吃 两个 茄 夹 油 胃口 味道 太太 太太 油 锅包肉 醋 里脊 肉炸 太太 硬 吃 费劲 面太多肉 太少 油 失望 值得 排 久 队来 吃 符合 口味 再来 吃 ,0
之前 倒 挺 炸鸡 行 属于 那种 刚炸 那种 炸 东西 一堆 抢 觉得 这店 宣传 好 尝尝鲜 完 ,0
朋友 一直 闹腾 吃 娜娜 家 一直 吃 会儿 大桌 比较 少 人多 尝 东西 图 放不下 彩虹 沙拉 喜欢 里面 咸 奶酪 奶酪 罐子 每桌 必点 不错 盆友 太 喜欢 还点 樱花 芝士 蛋糕 惊艳 点 甜食 太多 太腻 芝士 焗 薯泥 厚厚的 一层 剩 实在 吃不下 照烧 柠檬 鸡 喜欢 喜欢 柠檬 酸酸的 鸡肉 一起 吃 烟花 妓女 意面 算 好吃 觉得 面 有点 硬 北海道 温泉 意 面 里面 芥末 汤 味道 不错 淡淡的 芥末 面 没什么 味道 西班牙 海鲜 饭 点 喝 好喝 放 好多 冰块 味道 娜娜 家 味道 惊艳 地方 ,1
第一次 大悦 城 这家 店 去过 娜娜 家 最 喜欢 一店 地方 小 感觉 温馨 每次 点 奶酪 关系 这家 沙拉 越来越 缩水 几片 培根 华夫 饼 做 奶油 好吃 最爱 吃 墨鱼 汁面 今天 换 烟花 妓女 面 名字 有点 味道 真不错 酸甜 咸辣口 最后 铁板 芝士 鸡 吃 有点 腻 味道 娜娜 家 料 足 吃 吃 腻 环境 嘈杂 民园 那家 漫 咖啡 敞开式 大厅 去过 回头率 最高 餐厅 继续 支持 ,1
第二次 来点 几个 特色 味道 挺 好 特别 秘制 猪脚 特色 棒棒 哒 ,1
味道 真的 优点 之前 西瓜汁 水果 烂掉 味道 菜 慢 之后 点 菜 没上 已经 吃饱 菜 完 感觉 服务员 服务 意识 很差 有待 改进 ,0
店大欺客 点菜 员 還好 迎宾 太差 没来 不让 进 明明 空位 天津 找 一家 服务 水准 店 真难 ,0
今天 两星 是因为 服务员 服务 问题 点菜 时 服务员 过来 点菜 机 问 记得住 记得住 点 更好 点 完菜 一会儿 忘 下单 重点 直接 导致 锅包肉 点 再 坚持 锅包肉 情况 下 服务员 半个 小时 问 半个 小时 一定 服务员 回答 点菜 两件事 彻底 觉得 堵心 他家 开业 好 几次 朋友 家人 觉得 不错 服务 越来越 跟不上 服务员 脸色 好看 中午 吃饭 水 水锈 味儿 熏 排骨 凉 生意 太好了 店大 方面 跟不上 ,0
上个月 朋友 大悦 城 楼 骑鹅 公社 娜娜 家 吃饭 中午 12 点半到 前面 已经 两位 排队 完号 儿 骑鹅 公社 逛 逛 回来 时 号 儿 彩虹 沙拉 不错 喜欢 奶油 蘑菇 汤 每次 必点 焗 土豆泥 不错 烟花 妓女 意 面 微辣 感觉 烤 牛排 罗勒 调味 饭 之前 乐宾店 朋友 点 我尝 觉得 不错 这次 点 感觉 吃 腻 西班牙 海鲜 焗 饭 饭上 最慢 好久 味道 行 闲 剥虾 麻烦 奶油 罐子 这次 感觉 挺好吃 总体 来说 不错 甜 吃 腻 ,1
排队 排 一个半 小时 点餐 菜单 需要 微信 关注 一个 公众 号 以后 点餐 Wi Fi 好用 图片 根本 无法 刷新 没带 手机 想 吃饭 容易 主菜 两个 洗手间 商场 里 需要 跑出去 整个 过程 下来 感觉 整个 不好 ,0
服务 太 差 一个 菜 半小时 上不来 最后 服务员 弄错 无语 ,0
10 月 日 人去 吃 到家 后 拉肚子 恶心 以后 再 ,0
蛋糕 好 干 颗粒 好 38 不值 第戎 完爆 饮品 真的 只 喝 几口 全是 冰 好 渴 好不好 主食 好吃 应该 机会 宠幸 分店 波及 ,0
负分 一定 负分 可惜 朋友 聚会 这家 自助 周五 点 应该 很晚 几个 后 东西 服务员 添 新 凉 最 主要 卫生 真太 成问题 本来 东西 吃 吃 完 回去 路上 胃口 舒服 朋友 症状 朋友 拉肚子 一个 朋友 回家 吐 幸好 回家 吃 胃药 真 不敢想像 卫生 检疫 这种 真的 老人 小孩 吃 太 不让 放心 最后 水果 吃 固定 几种 烤肉 齐全 凉 点 玉米 鸡肉 鸡翅 羊排 羊肉 几种 肉少 可怜 特别 咸 东西 差劲 服务 差得 要命 本来 用餐 时间 不长 服务员 旁边 催 多人 吃 东西 虾 拨 壳 服务员 剩菜 非 扣押 金 里面 东西 弄 乱七八糟 没人 收拾 差差 差差 差 死 真的 再 真不知道 吃 病来 ,0
好评 如潮 感觉 一个 店 五个 中午 过去 吃 真的 想 时间 写 点评 一直 上吐下泻 现在 问 同去 一个 症状 感觉 自助 需谨慎 ,0
羊排 新鲜 口感 好 芝士 焗 薯泥 好吃 很赞 ,1
坐落 地点 繁华 菜量 味道 好 ,1
下次 再也 不想 人多 环境 嘈杂 饭菜 味道 油腻 甜 齁 儿 ,0
下班 后 一个 人去 吃顿 晚餐 很久没 去过 北李 犹豫 再三 决定 吃 之前 恒隆 开业 排队 火爆 菜品 质量 还好 知道 餐饮 好像 3.4 年 瓶颈 熏 排骨 凉 小份 像是 凑 专业 下 饭菜 好油 里面 肉 肥肥的 吃 很腻 体验 太差 应该 再 餐饮 做 做 久 持之以恒 品质 服务 真的 重要 ,0
真想 骂街 吃 半截 菜里 出现 夜 毛 X 毛 东西 可真行 点菜 服务员 一看 晚 做不了 建议 孕妇 慎来 吃 这种 毛发 服务员 态度 老板 知道 ,0
味道 平时 等位 罐子 价位 小贵 ,0
吃 奶酪 罐子 继续 努力 ,1
